model,threshold,thr_value,n_presences,n_absences,TPR_mean,TPR_sd,TNR_mean,TNR_sd,SORENSEN_mean,SORENSEN_sd,JACCARD_mean,JACCARD_sd,FPB_mean,FPB_sd,OR_mean,OR_sd,TSS_mean,TSS_sd,AUC_mean,AUC_sd,BOYCE_mean,BOYCE_sd,IMAE_mean,IMAE_sd
max,lpt,0.04619731,101,10000,1,0,0.8383,0.099604593,0.185778643,0.182850193,0.112780266,0.128785016,0.225560532,0.257570033,0,0,0.8383,0.099604593,0.9717248,0.01354431,0.960634303,0.033661234,0.936999215,0.006234502
max,max_fpb,0.83640134,101,10000,0.519510238,0.177941904,0.9932,0.001753568,0.456634747,0.068891187,0.297881653,0.05636147,0.595763305,0.11272294,0.480489762,0.177941904,0.512710238,0.17626127,0.9717248,0.01354431,0.960634303,0.033661234,0.936999215,0.006234502
max,max_jaccard,0.83640134,101,10000,0.519510238,0.177941904,0.9932,0.001753568,0.456634747,0.068891187,0.297881653,0.05636147,0.595763305,0.11272294,0.480489762,0.177941904,0.512710238,0.17626127,0.9717248,0.01354431,0.960634303,0.033661234,0.936999215,0.006234502
max,max_sens_spec,0.14425822,101,10000,0.956126482,0.053257111,0.9107,0.06101803,0.245585811,0.160778677,0.148383452,0.114838577,0.296766903,0.229677153,0.043873518,0.053257111,0.866826482,0.070577335,0.9717248,0.01354431,0.960634303,0.033661234,0.936999215,0.006234502
max,max_sorensen,0.83640134,101,10000,0.519510238,0.177941904,0.9932,0.001753568,0.456634747,0.068891187,0.297881653,0.05636147,0.595763305,0.11272294,0.480489762,0.177941904,0.512710238,0.17626127,0.9717248,0.01354431,0.960634303,0.033661234,0.936999215,0.006234502
max,sensitivity,0.37338434,101,10000,0.8709293,0.014263357,0.9117,0.050422713,0.223397578,0.154718976,0.13337639,0.109653078,0.26675278,0.219306156,0.1290707,0.014263357,0.7826293,0.041538205,0.9717248,0.01354431,0.960634303,0.033661234,0.936999215,0.006234502
max,equal_sens_spec,0.34386289,103,10000,0.797581869,0.044543958,0.8003,0.039111379,0.077495506,0.01976535,0.040398021,0.010743422,0.080796041,0.021486845,0.202418131,0.044543958,0.597881869,0.083575523,0.906642809,0.02233782,0.906787445,0.021640901,0.856173156,0.007199326
max,lpt,0.00174134,103,10000,1,0,0.6431,0.162585516,0.061379453,0.020939974,0.031756664,0.011023986,0.063513329,0.022047973,0,0,0.6431,0.162585516,0.906642809,0.02233782,0.906787445,0.021640901,0.856173156,0.007199326
max,max_fpb,0.84095039,103,10000,0.304812155,0.174361472,0.9893,0.012070626,0.256294656,0.019867557,0.147101682,0.013045349,0.294203365,0.026090698,0.695187845,0.174361472,0.294112155,0.162569976,0.906642809,0.02233782,0.906787445,0.021640901,0.856173156,0.007199326
max,max_jaccard,0.84095039,103,10000,0.304812155,0.174361472,0.9893,0.012070626,0.256294656,0.019867557,0.147101682,0.013045349,0.294203365,0.026090698,0.695187845,0.174361472,0.294112155,0.162569976,0.906642809,0.02233782,0.906787445,0.021640901,0.856173156,0.007199326
max,max_sens_spec,0.23766515,103,10000,0.942780749,0.098416064,0.7676,0.071584216,0.082564452,0.028619675,0.043249043,0.015846219,0.086498086,0.031692437,0.057219251,0.098416064,0.710380749,0.035300395,0.906642809,0.02233782,0.906787445,0.021640901,0.856173156,0.007199326
